customer_id,name,gender,age,city,signup_date
100,김시우,F,55,고양,2025-11-18
101,박정희,F,57,부산,2026-07-10
102,이진호,M,60,고양,2025-01-27
103,장미정,M,34,인천,2024-12-12
104,장순옥,M,33,광주,2026-08-21
105,김승현,M,26,광주,2025-04-13
106,배은정,M,38,부산,2024-12-13
107,전성수,F,47,고양,2024-07-25
108,최재호,F,22,성남,2025-08-25
109,장영일,F,50,광주,2024-05-23
110,이정숙,F,40,부산,2026-04-21
111,류정훈,F,41,광주,2026-07-14
112,송민재,F,46,성남,2023-11-13
113,박준혁,M,57,성남,2023-12-25
114,손영환,F,60,성남,2026-08-19
115,이민재,M,60,부산,2026-08-06
116,권종수,F,34,부산,2024-02-15
117,김지원,F,65,성남,2026-08-19
118,김선영,F,35,광주,2024-03-09
119,송정남,F,63,대전,2026-01-18
120,하춘자,F,61,광주,2026-04-11
121,손영자,M,34,서울,2026-01-01
122,김준호,F,58,울산,2025-08-02
123,김재현,M,20,서울,2025-11-20
124,김시우,M,67,대구,2024-11-19
125,이지후,M,28,수원,2024-01-06
126,김정수,M,53,서울,2024-07-31
127,이영철,F,22,대구,2025-06-09
128,전성훈,F,41,고양,2026-02-26
129,김춘자,F,45,대구,2026-02-13
130,김성현,F,37,대전,2025-04-30
131,곽영자,F,40,인천,2025-12-29
132,배예지,F,60,부산,2024-10-30
133,김성진,M,67,성남,2026-07-24
134,오지현,M,57,대구,2024-03-19
135,박하윤,F,28,대구,2026-03-10
136,김은주,M,19,대구,2024-03-31
137,김선영,M,68,울산,2025-01-23
138,이정훈,F,35,대구,2025-04-13
139,하승현,F,42,서울,2024-01-08
140,권광수,M,32,인천,2025-02-27
141,김진호,M,40,광주,2023-11-04
142,하서연,F,32,서울,2023-10-04
143,김예은,F,43,대전,2024-02-27
144,김정자,M,22,광주,2025-03-29
145,조정호,M,59,성남,2024-02-27
146,김숙자,M,61,성남,2026-02-17
147,이정남,M,19,부산,2025-04-08
148,오도현,M,29,고양,2026-08-10
149,김정자,M,20,부산,2024-12-14
150,조미영,M,40,대전,2026-01-29
